customer_id,name,first_name,last_name,email,phone_number,address,state_code,country_code,registration_date,loyalty_status,customer_tier,order_id,order_date,order_amount,order_status,product_category
21,Michael Vincent,Michael,Vincent,jonesjeffrey@example.com,+1- 685-935-4111,"455 Moore Orchard, New Richardhaven, RI 42023",RI,US,2024-06-13,Silver,1,,,,,
22,Tammie Mcgee,Tammie,Mcgee,nsullivan@example.com,+1- 176-840-2659,"6371 Long Path Apt. 940, South Anthonyton, MT 86683",MT,US,2024-10-24,Silver,1,,,,,
23,Marisa Martinez,Marisa,Martinez,zward@example.org,+1- 221-609-1291,"5029 Wall Mountain Suite 847, New Chelseabury, IA 90393",IA,US,2025-03-29,Bronze,0,0195d850-c428-49ff-b79e-5e3c64d2a33f,2023-04-08 00:00:00,657.38,Pending,Books
24,Crystal Peterson,Crystal,Peterson,taylorcharles@example.com,+1- 430-711-1833,"Unit 5741 Box 1124, DPO AA 18219",AA,US,2023-08-07,Bronze,0,bbb2d2a7-09d4-4ebd-b1f3-fc1bf4d46ed2,2023-02-09 00:00:00,465.13,Cancelled,Electronics
25,Jeremy Alexander,Jeremy,Alexander,smithkevin@example.com,+1- 119-969-9309,"1520 Reid Turnpike, Clarkville, CA 39102",CA,US,2025-06-13,Silver,1,48199c57-c4a2-4b65-89fb-b90b45c5f358,2024-02-06 00:00:00,498.34,Cancelled,Toys
25,Jeremy Alexander,Jeremy,Alexander,smithkevin@example.com,+1- 119-969-9309,"1520 Reid Turnpike, Clarkville, CA 39102",CA,US,2025-06-13,Silver,1,fd91aafc-ba50-439e-aba7-5ddbaead1f90,2024-06-27 00:00:00,78.13,Pending,Electronics
26,James Graham,James,Graham,chawkins@example.net,+1- 997-656-7695,"2809 Young Squares, Lisaside, VA 53732",VA,US,2024-03-10,Gold,2,5502dab4-fde2-4f69-866e-e2bc4afd1506,2024-10-23 00:00:00,374.92,Completed,Home & Garden
26,James Graham,James,Graham,chawkins@example.net,+1- 997-656-7695,"2809 Young Squares, Lisaside, VA 53732",VA,US,2024-03-10,Gold,2,8555f5ae-47a5-4f01-8724-dec8efab06f3,2024-01-17 00:00:00,188.11,Completed,Toys
27,William Morrison,William,Morrison,browningdavid@example.org,+1- 486-676-8923,"76577 Keith Falls, West Melissashire, NC 55275",NC,US,2024-08-01,Gold,2,419a754f-c7a5-486f-b3d5-a50af2170580,2023-07-15 00:00:00,283.81,Completed,Clothing
27,William Morrison,William,Morrison,browningdavid@example.org,+1- 486-676-8923,"76577 Keith Falls, West Melissashire, NC 55275",NC,US,2024-08-01,Gold,2,00104da6-42bf-4f44-81d4-c4435385b8c6,2023-05-09 00:00:00,801.02,Pending,Toys
28,Brandon Hall,Brandon,Hall,brandon_hall@email.com,+1- 974-123-3048,"8143 Robert Cove Apt. 103, Sanchezport, CO 78231",CO,US,2024-04-07,Gold,2,2cd98e16-0d0f-4d29-a55e-55bf770e6b27,2023-05-23 00:00:00,675.33,Cancelled,Home & Garden
28,Brandon Hall,Brandon,Hall,brandon_hall@email.com,+1- 974-123-3048,"8143 Robert Cove Apt. 103, Sanchezport, CO 78231",CO,US,2024-04-07,Gold,2,f189c80a-611c-4f9a-b327-1746ff369516,2023-07-16 00:00:00,633.11,Cancelled,Electronics
29,Morgan Wilson,Morgan,Wilson,michelle12@example.net,+1- 258-480-2466,"05880 Hudson Row, Jessefurt, KS 54128",KS,US,2024-11-04,Silver,1,6ca9f9f3-cef4-47c7-8eed-4a0f124ac423,2024-07-02 00:00:00,487.26,Cancelled,Toys
29,Morgan Wilson,Morgan,Wilson,michelle12@example.net,+1- 258-480-2466,"05880 Hudson Row, Jessefurt, KS 54128",KS,US,2024-11-04,Silver,1,4171f54e-d4b6-45c7-aa24-2127cb26673d,2024-04-11 00:00:00,377.54,Completed,Electronics
29,Morgan Wilson,Morgan,Wilson,michelle12@example.net,+1- 258-480-2466,"05880 Hudson Row, Jessefurt, KS 54128",KS,US,2024-11-04,Silver,1,a3e84b80-2f15-4af3-b768-6662d1a8987b,2024-07-19 00:00:00,583.07,Cancelled,Clothing
30,Heather Hill,Heather,Hill,qwillis@example.com,+1- 442-456-8115,"4339 Brown Crescent, Lambchester, SD 62832",SD,US,2024-12-15,Silver,1,ac645511-0c0f-40ab-8cb0-ef820b7b7f5d,2024-01-29 00:00:00,345.23,Completed,Home & Garden
31,Louis Beasley,Louis,Beasley,bjones@example.net,+1- 234-311-3270,"71975 Smith Drive Suite 746, Bairdmouth, MP 70886",MP,US,2023-09-18,Bronze,0,67b08d8b-1c19-4d59-a282-a3bbdead9d0b,2023-03-08 00:00:00,880.47,Pending,Toys
32,Julie Shelton,Julie,Shelton,ryanpatel@example.net,+1- 307-103-5146,"USNS Brown, FPO AP 55711",AP,US,2024-12-02,Gold,2,a7406ff6-acac-43c9-b350-c37b2be2cad2,2024-05-24 00:00:00,272.52,Pending,Toys
33,Erin Stephens,Erin,Stephens,kyle83@example.com,+1- 649-443-8577,"5911 Amy Creek Suite 329, Michaelside, CO 25722",CO,US,2024-08-02,Silver,1,6d61b3bb-c4f2-442d-8f79-eb65338f1e8b,2024-09-11 00:00:00,427.75,Pending,Electronics
33,Erin Stephens,Erin,Stephens,kyle83@example.com,+1- 649-443-8577,"5911 Amy Creek Suite 329, Michaelside, CO 25722",CO,US,2024-08-02,Silver,1,a3bee468-fd67-4321-b7a5-9bbba8029cc8,2024-05-10 00:00:00,821.95,Cancelled,Electronics
33,Erin Stephens,Erin,Stephens,kyle83@example.com,+1- 649-443-8577,"5911 Amy Creek Suite 329, Michaelside, CO 25722",CO,US,2024-08-02,Silver,1,0b5b7328-2344-4233-883d-f5e2a912bfde,2024-05-22 00:00:00,655.26,Completed,Electronics
34,Christopher Powers,Christopher,Powers,nsimmons@example.com,+1- 341-277-2276,"27599 David Mews, Juliefort, AL 92098",AL,US,2024-06-09,Silver,1,dba5879d-5e1c-49a2-86aa-dae5efdb054d,2024-07-31 00:00:00,604.21,Pending,Toys
34,Christopher Powers,Christopher,Powers,nsimmons@example.com,+1- 341-277-2276,"27599 David Mews, Juliefort, AL 92098",AL,US,2024-06-09,Silver,1,4152629e-4bb5-44b4-a31b-0635c32b7b23,2024-09-01 00:00:00,484.53,Cancelled,Clothing
35,Rachel Lang,Rachel,Lang,huntcourtney@example.org,+1- 343-776-8211,"PSC 5662, Box 7419, APO AA 70596",AA,US,2024-11-13,Silver,1,,,,,
36,Christopher Clark,Christopher,Clark,christopher_clark@email.com,+1- 119-609-3438,"2325 Danielle Knolls Suite 719, Gabrielleview, MT 11649",MT,US,2024-01-13,Gold,2,94171022-6db5-462e-a617-d24fe9ef986b,2023-07-02 00:00:00,634.5,Pending,Electronics
36,Christopher Clark,Christopher,Clark,christopher_clark@email.com,+1- 119-609-3438,"2325 Danielle Knolls Suite 719, Gabrielleview, MT 11649",MT,US,2024-01-13,Gold,2,09c18f3e-d2fe-493e-9847-78907d3be540,2023-06-29 00:00:00,248.1,Completed,Electronics
37,Jessica Hardy,Jessica,Hardy,cherylray@example.org,+1- 244-875-7801,"8293 Martin Ridges Apt. 444, Lake Erikfort, MH 63270",MH,US,2024-08-13,Gold,2,45ccae4b-3e45-41cf-9f0c-e9ebbd004099,2023-01-08 00:00:00,406.57,Completed,Clothing
38,Paul Collins,Paul,Collins,brittanychase@example.com,+1- 995-820-7641,"895 Anthony Lodge Suite 819, North Cassandra, TX 86555",TX,US,2024-07-05,Bronze,0,bbaa0886-b9f2-42c3-b6d9-65e68f25f83f,2023-03-19 00:00:00,761.29,Pending,Clothing
39,Lauren Fisher,Lauren,Fisher,wesley32@example.net,+1- 469-507-3423,"9633 Victoria Loop Apt. 271, Hannahside, MS 96656",MS,US,2025-06-14,Gold,2,66622eb8-20f3-4003-856c-b6ff04a7b1fe,2023-01-20 00:00:00,859.3,Completed,Books
40,Amy Gates,Amy,Gates,jesse14@example.org,+1- 872-198-3028,"69324 Jennifer Plaza Apt. 905, Haroldview, MD 67322",MD,US,2024-11-24,Gold,2,03f43cee-c4e6-4318-b46c-780485b8f16c,2024-03-13 00:00:00,136.35,Completed,Home & Garden
41,Breanna Elliott,Breanna,Elliott,mark59@example.net,+1- 984-532-9433,"29664 Lauren Mountain Apt. 243, West Mary, NV 57114",NV,US,2024-11-19,Silver,1,,,,,
42, Andrew Austin,,Andrew Austin,heather79@example.com,+1- 778-918-1895,"200 Thomas Flat, South James, MP 96716",MP,US,2025-06-12,Gold,2,f822d3f5-308e-4043-8681-53d0cba4a357,2024-09-24 00:00:00,161.15,Completed,Electronics
42, Andrew Austin,,Andrew Austin,heather79@example.com,+1- 778-918-1895,"200 Thomas Flat, South James, MP 96716",MP,US,2025-06-12,Gold,2,2e46499d-d30d-46c1-b58b-8f8bb1201847,2024-10-27 00:00:00,573.64,Pending,Clothing
42, Andrew Austin,,Andrew Austin,heather79@example.com,+1- 778-918-1895,"200 Thomas Flat, South James, MP 96716",MP,US,2025-06-12,Gold,2,611ce2bc-b5d2-496a-a3cf-20fa5a503cb3,2023-11-14 00:00:00,34.37,Cancelled,Toys
42, Andrew Austin,,Andrew Austin,heather79@example.com,+1- 778-918-1895,"200 Thomas Flat, South James, MP 96716",MP,US,2025-06-12,Gold,2,191b2bc1-6921-4096-8156-1363ffb5925b,2023-02-15 00:00:00,975.72,Pending,Clothing
42, Andrew Austin,,Andrew Austin,heather79@example.com,+1- 778-918-1895,"200 Thomas Flat, South James, MP 96716",MP,US,2025-06-12,Gold,2,a8a744a2-6330-4c33-80dd-b3a8e1e0c7bc,2023-03-28 00:00:00,560.14,Pending,Electronics
43,Kelsey Young,Kelsey,Young,mckeeconnie@example.org,+1- 219-420-1723,"8806 Davis Fall Suite 188, East Brenda, WI 95051",WI,US,2024-12-04,Gold,2,58a86beb-8f78-4215-b264-3605a390bd36,2024-12-13 00:00:00,32.71,Pending,Toys
43,Kelsey Young,Kelsey,Young,mckeeconnie@example.org,+1- 219-420-1723,"8806 Davis Fall Suite 188, East Brenda, WI 95051",WI,US,2024-12-04,Gold,2,00bee1b4-72d8-49e5-8aff-1e64e47ef925,2024-05-06 00:00:00,377.49,Pending,Books
43,Kelsey Young,Kelsey,Young,mckeeconnie@example.org,+1- 219-420-1723,"8806 Davis Fall Suite 188, East Brenda, WI 95051",WI,US,2024-12-04,Gold,2,4bd21d19-450a-478d-9044-57fba9c0a99d,2024-09-06 00:00:00,284.05,Cancelled,Home & Garden
43,Kelsey Young,Kelsey,Young,mckeeconnie@example.org,+1- 219-420-1723,"8806 Davis Fall Suite 188, East Brenda, WI 95051",WI,US,2024-12-04,Gold,2,dab61fd6-fdb0-493b-a8b2-a6e3e16e9ea0,2024-12-21 00:00:00,890.83,Cancelled,Electronics
44,Travis Neal,Travis,Neal,stewartkeith@example.org,+1- 118-105-7470,"1024 Cynthia Way, East Christina, HI 44699",HI,US,2025-01-13,Bronze,0,5325c68a-80c2-4842-a714-a904bf38f3cb,2023-07-24 00:00:00,298.0,Cancelled,Home & Garden
44,Travis Neal,Travis,Neal,stewartkeith@example.org,+1- 118-105-7470,"1024 Cynthia Way, East Christina, HI 44699",HI,US,2025-01-13,Bronze,0,924b347b-345f-42bc-b252-605a8fd81b99,2024-12-22 00:00:00,487.63,Completed,Books
45,Gordon Logan,Gordon,Logan,robert26@example.org,+1- 306-549-7811,"8399 Christopher Cliff Suite 911, Joshuashire, GU 04822",GU,US,2023-06-24,Silver,1,,,,,
46,Felicia Noble,Felicia,Noble,taylorcatherine@example.net,+1- 128-910-3340,"Unit 7244 Box 4360, DPO AP 11537",AP,US,2023-10-23,Gold,2,a19265c1-55eb-409e-bf5f-7f0758ea01d2,2024-08-29 00:00:00,347.89,Cancelled,Clothing
47,Robin Hill,Robin,Hill,brownselena@example.net,+1- 966-751-9199,"93477 Jose Ville Suite 818, Bethanyton, GA 79420",GA,US,2024-04-22,Silver,1,3e135a22-5d2f-43c8-aa52-7ef9754d6fcf,2024-11-17 00:00:00,388.98,Cancelled,Books
48,Julie Hardy,Julie,Hardy,robert73@example.net,+1- 437-418-2029,"167 Lisa Orchard Suite 613, Meredithport, MT 25662",MT,US,2023-12-03,Gold,2,9fa1ddef-3fa0-45af-ab5f-3e4127f20c67,2024-09-09 00:00:00,874.68,Pending,Electronics
48,Julie Hardy,Julie,Hardy,robert73@example.net,+1- 437-418-2029,"167 Lisa Orchard Suite 613, Meredithport, MT 25662",MT,US,2023-12-03,Gold,2,ccf715a9-bc7e-4685-ad9c-d84c3b850215,2024-01-25 00:00:00,326.66,Cancelled,Toys
49,Kevin Smith,Kevin,Smith,joannewolfe@example.net,+1- 207-565-1691,"346 Hill Meadow Suite 327, Port Kari, MP 75439",MP,US,2023-08-17,Bronze,0,f8d93f74-a412-4c0d-81ff-0d47e0888c8f,2023-06-23 00:00:00,740.22,Cancelled,Toys
49,Kevin Smith,Kevin,Smith,joannewolfe@example.net,+1- 207-565-1691,"346 Hill Meadow Suite 327, Port Kari, MP 75439",MP,US,2023-08-17,Bronze,0,211f2e89-4fc8-407d-9e73-0bc42a864a90,2023-09-25 00:00:00,663.76,Completed,Home & Garden
49,Kevin Smith,Kevin,Smith,joannewolfe@example.net,+1- 207-565-1691,"346 Hill Meadow Suite 327, Port Kari, MP 75439",MP,US,2023-08-17,Bronze,0,84421d2f-784e-4fd2-8055-4838dc313f45,2024-07-13 00:00:00,27.7,Pending,Toys
50,Valerie Lee,Valerie,Lee,jason40@example.org,+1- 406-388-6679,"805 Silva Alley Suite 967, Kennethstad, ND 46111",ND,US,2025-04-06,Gold,2,fc46b694-ea0d-4406-b942-140b8628f9af,2023-12-21 00:00:00,229.88,Completed,Electronics
50,Valerie Lee,Valerie,Lee,jason40@example.org,+1- 406-388-6679,"805 Silva Alley Suite 967, Kennethstad, ND 46111",ND,US,2025-04-06,Gold,2,815c5a4c-1370-40d6-9b47-75337c9638b4,2024-03-09 00:00:00,616.96,Cancelled,Toys
51,David Garza,David,Garza,david_garza@email.com,+1- 352-638-6388,"USS Williams, FPO AA 77634",AA,US,2023-10-24,Silver,1,76b353ea-8d11-45be-b764-111b17e2216d,2024-11-16 00:00:00,966.6,Cancelled,Electronics
51,David Garza,David,Garza,david_garza@email.com,+1- 352-638-6388,"USS Williams, FPO AA 77634",AA,US,2023-10-24,Silver,1,56fdfc34-5f87-4419-afb3-c66702c8510b,2023-09-10 00:00:00,919.01,Cancelled,Electronics
51,David Garza,David,Garza,david_garza@email.com,+1- 352-638-6388,"USS Williams, FPO AA 77634",AA,US,2023-10-24,Silver,1,c1833dd7-c98f-431e-8fe2-39c6273d4102,2023-10-18 00:00:00,935.42,Completed,Clothing
52,Andrew Strong,Andrew,Strong,matthewreed@example.com,+1- 821-113-4811,"925 Sean Oval, East Vanessa, MS 63313",MS,US,2024-10-25,Bronze,0,,,,,
53,Phillip Brown,Phillip,Brown,yjackson@example.org,+1- 933-317-4041,"043 Bryant Avenue, Williamsview, WA 36043",WA,US,2024-05-30,Bronze,0,211b381f-ccb8-4563-8765-fb0714f42d38,2023-07-27 00:00:00,137.55,Completed,Electronics
53,Phillip Brown,Phillip,Brown,yjackson@example.org,+1- 933-317-4041,"043 Bryant Avenue, Williamsview, WA 36043",WA,US,2024-05-30,Bronze,0,2024dd11-1154-4270-a7a7-c74ccf76100e,2024-03-12 00:00:00,882.16,Pending,Clothing
53,Phillip Brown,Phillip,Brown,yjackson@example.org,+1- 933-317-4041,"043 Bryant Avenue, Williamsview, WA 36043",WA,US,2024-05-30,Bronze,0,8a34bbbd-68e4-417e-8abf-8f9c302514b2,2023-04-14 00:00:00,501.99,Pending,Clothing
54,James Phillips,James,Phillips,lopezleon@example.org,+1- 249-864-1562,"8743 Henderson Fields Apt. 075, New Scottview, MA 34681",MA,US,2025-05-25,Bronze,0,37fa0a9c-5de3-466b-ae4a-d0eb7ca18bce,2023-03-10 00:00:00,434.44,Pending,Electronics
55,Travis Stephenson,Travis,Stephenson,laura99@example.com,+1- 773-100-5068,"USS Barton, FPO AA 45890",AA,US,2025-04-27,Bronze,0,598929fd-c99f-4f23-9ca1-9eed6181475e,2023-09-06 00:00:00,524.9,Cancelled,Toys
55,Travis Stephenson,Travis,Stephenson,laura99@example.com,+1- 773-100-5068,"USS Barton, FPO AA 45890",AA,US,2025-04-27,Bronze,0,e8d4c93e-7bef-4571-b441-7984c730acd9,2024-10-20 00:00:00,293.25,Completed,Electronics
55,Travis Stephenson,Travis,Stephenson,laura99@example.com,+1- 773-100-5068,"USS Barton, FPO AA 45890",AA,US,2025-04-27,Bronze,0,75920670-45cf-467a-bfc3-5318edad1d78,2023-02-24 00:00:00,192.17,Pending,Home & Garden
55,Travis Stephenson,Travis,Stephenson,laura99@example.com,+1- 773-100-5068,"USS Barton, FPO AA 45890",AA,US,2025-04-27,Bronze,0,f9d00c0c-005b-42ac-af90-9ff33249a4b6,2023-09-01 00:00:00,504.87,Pending,Home & Garden
56,Jaime Holmes,Jaime,Holmes,lisa60@example.net,+1- 882-636-4687,"44759 Torres Ridges Apt. 554, Lake Williamburgh, MH 84701",MH,US,2024-02-18,Gold,2,cfbbd78d-3372-4f1b-ab30-a336b4d0477b,2024-11-25 00:00:00,844.07,Completed,Home & Garden
56,Jaime Holmes,Jaime,Holmes,lisa60@example.net,+1- 882-636-4687,"44759 Torres Ridges Apt. 554, Lake Williamburgh, MH 84701",MH,US,2024-02-18,Gold,2,ecb4aed3-7f01-41d7-840d-3cf0eb8c8e0b,2024-04-15 00:00:00,232.76,Cancelled,Books
56,Jaime Holmes,Jaime,Holmes,lisa60@example.net,+1- 882-636-4687,"44759 Torres Ridges Apt. 554, Lake Williamburgh, MH 84701",MH,US,2024-02-18,Gold,2,4f1b5ac4-1f9b-4e08-9ba3-ad65ffa7f77c,2023-10-10 00:00:00,734.96,Completed,Home & Garden
57,Jade Murphy,Jade,Murphy,mark29@example.com,+1- 315-698-7292,"34817 Hayden Pass, North Christina, TN 32326",TN,US,2025-06-06,Silver,1,a2c85c0c-3b57-40c5-abf9-ff515003bd0b,2023-05-23 00:00:00,259.86,Completed,Books
